iso_code,indicator_code,year,value
CHN,SP.POP.TOTL,2023,151210980025.7334
CIV,NY.GDP.MKTP.CD,1960,739214697466.8041
CIV,NY.GDP.MKTP.CD,1961,739214697466.8041
CIV,NY.GDP.MKTP.CD,1962,767080353238.6809
CIV,NY.GDP.MKTP.CD,1963,795996441008.5386
CIV,NY.GDP.MKTP.CD,1964,826002558171.515
CIV,NY.GDP.MKTP.CD,1965,857139794797.8616
CIV,NY.GDP.MKTP.CD,1966,889450789901.2659
CIV,NY.GDP.MKTP.CD,1967,922979789828.2804
CIV,NY.GDP.MKTP.CD,1968,957772708848.8188
CIV,NY.GDP.MKTP.CD,1969,993877192030.686
CIV,NY.GDP.MKTP.CD,1970,1032772736899.7379
CIV,NY.GDP.MKTP.CD,1971,1071668281768.7899
CIV,NY.GDP.MKTP.CD,1972,1110563826637.8418
CIV,NY.GDP.MKTP.CD,1973,1152427968965.962
CIV,NY.GDP.MKTP.CD,1974,1198388966790.0908
CIV,NY.GDP.MKTP.CD,1975,1244349964614.22
CIV,NY.GDP.MKTP.CD,1976,1290310962438.349
CIV,NY.GDP.MKTP.CD,1977,1336271960262.478
CIV,NY.GDP.MKTP.CD,1978,1386644463122.4573
CIV,NY.GDP.MKTP.CD,1979,1438915822742.0144
CIV,NY.GDP.MKTP.CD,1980,1493157618986.9229
CIV,NY.GDP.MKTP.CD,1981,1550505026498.7368
CIV,NY.GDP.MKTP.CD,1982,1607852434010.5508
CIV,NY.GDP.MKTP.CD,1983,1668462514697.0544
CIV,NY.GDP.MKTP.CD,1984,1731357370903.4492
CIV,NY.GDP.MKTP.CD,1985,1796623130203.1875
CIV,NY.GDP.MKTP.CD,1986,1865625677210.1257
CIV,NY.GDP.MKTP.CD,1987,1934628224217.064
CIV,NY.GDP.MKTP.CD,1988,2007556541696.86
CIV,NY.GDP.MKTP.CD,1989,2083233986592.3816
CIV,NY.GDP.MKTP.CD,1990,2161764190823.427
CIV,NY.GDP.MKTP.CD,1991,2243254692849.2754
CIV,NY.GDP.MKTP.CD,1992,2327817084930.7617
CIV,NY.GDP.MKTP.CD,1993,2415567165943.575
CIV,NY.GDP.MKTP.CD,1994,2506625099952.057
CIV,NY.GDP.MKTP.CD,1995,2602896551310.168
CIV,NY.GDP.MKTP.CD,1996,2699168002668.279
CIV,NY.GDP.MKTP.CD,1997,2800916637659.666
CIV,NY.GDP.MKTP.CD,1998,2906500819275.9307
CIV,NY.GDP.MKTP.CD,1999,3016065133416.557
CIV,NY.GDP.MKTP.CD,2000,3129759616333.843
CIV,NY.GDP.MKTP.CD,2001,3247739960091.005
CIV,NY.GDP.MKTP.CD,2002,3370167725765.306
CIV,NY.GDP.MKTP.CD,2003,3497210564688.138
CIV,NY.GDP.MKTP.CD,2004,3629042448025.045
CIV,NY.GDP.MKTP.CD,2005,3765843905010.059
CIV,NY.GDP.MKTP.CD,2006,3907802270160.589
CIV,NY.GDP.MKTP.CD,2007,4055111939811.393
CIV,NY.GDP.MKTP.CD,2008,4207974638318.935
CIV,NY.GDP.MKTP.CD,2009,4366599694300.6577
CIV,NY.GDP.MKTP.CD,2010,4531204327287.448
CIV,NY.GDP.MKTP.CD,2011,4702013945181.851
CIV,NY.GDP.MKTP.CD,2012,4879262452929.34
CIV,NY.GDP.MKTP.CD,2013,5063192572825.363
CIV,NY.GDP.MKTP.CD,2014,5254056176896.779
CIV,NY.GDP.MKTP.CD,2015,5452114631812.827
CIV,NY.GDP.MKTP.CD,2016,5657639156797.981
CIV,NY.GDP.MKTP.CD,2017,5870911195036.783
CIV,NY.GDP.MKTP.CD,2018,6092222799079.261
CIV,NY.GDP.MKTP.CD,2019,6321877030774.711
CIV,NY.GDP.MKTP.CD,2020,6560188376281.493
CIV,NY.GDP.MKTP.CD,2021,6807483176721.168
CIV,NY.GDP.MKTP.CD,2022,7064100075066.689
CIV,NY.GDP.MKTP.CD,2023,7064100075066.689
CIV,SP.POP.TOTL,1960,691599714337.5059
CIV,SP.POP.TOTL,1961,691599714337.5059
CIV,SP.POP.TOTL,1962,691599714337.5059
CIV,SP.POP.TOTL,1963,702159877727.8776
CIV,SP.POP.TOTL,1964,712881286197.62
CIV,SP.POP.TOTL,1965,723766401827.5425
CIV,SP.POP.TOTL,1966,734817724292.4187
CIV,SP.POP.TOTL,1967,746037791435.0176
CIV,SP.POP.TOTL,1968,757429179848.8958
CIV,SP.POP.TOTL,1969,768994505470.0917
CIV,SP.POP.TOTL,1970,780916626231.6687
CIV,SP.POP.TOTL,1971,792838746993.2456
CIV,SP.POP.TOTL,1972,804760867754.8226
CIV,SP.POP.TOTL,1973,817048909634.3785
CIV,SP.POP.TOTL,1974,829524579888.1306
CIV,SP.POP.TOTL,1975,842190743448.2749
CIV,SP.POP.TOTL,1976,855050308992.1844
CIV,SP.POP.TOTL,1977,868106229610.3625
CIV,SP.POP.TOTL,1978,881361503484.5955
CIV,SP.POP.TOTL,1979,894819174576.4587
CIV,SP.POP.TOTL,1980,908482333326.3384
CIV,SP.POP.TOTL,1981,922354117363.1237
CIV,SP.POP.TOTL,1982,936545234726.3938
CIV,SP.POP.TOTL,1983,950736352089.664
CIV,SP.POP.TOTL,1984,965253320519.6613
CIV,SP.POP.TOTL,1985,979991951213.7913
CIV,SP.POP.TOTL,1986,994955628773.9822
CIV,SP.POP.TOTL,1987,1010147789482.2725
CIV,SP.POP.TOTL,1988,1025689679050.4276
CIV,SP.POP.TOTL,1989,1041231568618.5828
CIV,SP.POP.TOTL,1990,1057130325173.6776
CIV,SP.POP.TOTL,1991,1073271842770.2316
CIV,SP.POP.TOTL,1992,1089659828171.2896
CIV,SP.POP.TOTL,1993,1106298044739.1428
CIV,SP.POP.TOTL,1994,1123190313299.5557
CIV,SP.POP.TOTL,1995,1140340513019.1836
CIV,SP.POP.TOTL,1996,1157752582296.3928
CIV,SP.POP.TOTL,1997,1175430519665.6785
CIV,SP.POP.TOTL,1998,1193378384715.8967
CIV,SP.POP.TOTL,1999,1211600299022.5117
CIV,SP.POP.TOTL,2000,1230100447094.0835
CIV,SP.POP.TOTL,2001,1249026475053.0947
CIV,SP.POP.TOTL,2002,1267952503012.1057
CIV,SP.POP.TOTL,2003,1287460913548.3303
CIV,SP.POP.TOTL,2004,1306969324084.555
CIV,SP.POP.TOTL,2005,1327078037992.942
CIV,SP.POP.TOTL,2006,1347186751901.329
CIV,SP.POP.TOTL,2007,1367757194488.9895
CIV,SP.POP.TOTL,2008,1388641730952.3914
CIV,SP.POP.TOTL,2009,1410007036759.0352
CIV,SP.POP.TOTL,2010,1431372342565.6787
CIV,SP.POP.TOTL,2011,1453228230439.247
CIV,SP.POP.TOTL,2012,1475417839889.331
CIV,SP.POP.TOTL,2013,1497946266572.1348
CIV,SP.POP.TOTL,2014,1520993305526.728
CIV,SP.POP.TOTL,2015,1544040344481.3215
CIV,SP.POP.TOTL,2016,1567616580822.9856
CIV,SP.POP.TOTL,2017,1591552807058.712
CIV,SP.POP.TOTL,2018,1616040053604.954
CIV,SP.POP.TOTL,2019,1640527300151.1963
CIV,SP.POP.TOTL,2020,1665576813586.2285
CIV,SP.POP.TOTL,2021,1691008812654.5527
CIV,SP.POP.TOTL,2022,1716829137599.7358
CIV,SP.POP.TOTL,2023,1716829137599.7358
FRA,NY.GDP.MKTP.CD,1960,35090898494.59374
FRA,NY.GDP.MKTP.CD,1961,35090898494.59374
FRA,NY.GDP.MKTP.CD,1962,36512249945.96101
FRA,NY.GDP.MKTP.CD,1963,37933601397.32828
FRA,NY.GDP.MKTP.CD,1964,39440178367.209854
FRA,NY.GDP.MKTP.CD,1965,41037696731.496086
FRA,NY.GDP.MKTP.CD,1966,42635215095.78232
FRA,NY.GDP.MKTP.CD,1967,44328522106.00932
FRA,NY.GDP.MKTP.CD,1968,46089080767.82158
FRA,NY.GDP.MKTP.CD,1969,47919562058.55139
FRA,NY.GDP.MKTP.CD,1970,49899330751.73495
FRA,NY.GDP.MKTP.CD,1971,51879099444.9185
FRA,NY.GDP.MKTP.CD,1972,53858868138.10206
FRA,NY.GDP.MKTP.CD,1973,55997935544.61696
FRA,NY.GDP.MKTP.CD,1974,58221958493.7898
FRA,NY.GDP.MKTP.CD,1975,60534311093.51745
FRA,NY.GDP.MKTP.CD,1976,62938501458.30478
FRA,NY.GDP.MKTP.CD,1977,65438177031.49247
FRA,NY.GDP.MKTP.CD,1978,68037130118.86327
FRA,NY.GDP.MKTP.CD,1979,70739303642.02196
FRA,NY.GDP.MKTP.CD,1980,73548797120.27725
FRA,NY.GDP.MKTP.CD,1981,76469872890.10138
FRA,NY.GDP.MKTP.CD,1982,79506962571.60239
FRA,NY.GDP.MKTP.CD,1983,82664673791.82016
FRA,NY.GDP.MKTP.CD,1984,85947797175.0458
FRA,NY.GDP.MKTP.CD,1985,89361313610.76962
FRA,NY.GDP.MKTP.CD,1986,92910401810.28429
FRA,NY.GDP.MKTP.CD,1987,96600446163.40697
FRA,NY.GDP.MKTP.CD,1988,100437044907.24055
FRA,NY.GDP.MKTP.CD,1989,104426018619.3666
FRA,NY.GDP.MKTP.CD,1990,108573419048.3552
FRA,NY.GDP.MKTP.CD,1991,112885538294.98898
FRA,NY.GDP.MKTP.CD,1992,117368918358.12988
FRA,NY.GDP.MKTP.CD,1993,122030361059.71112
FRA,NY.GDP.MKTP.CD,1994,126876938363.91202
FRA,NY.GDP.MKTP.CD,1995,131916003106.17024
FRA,NY.GDP.MKTP.CD,1996,137155200148.30975
FRA,NY.GDP.MKTP.CD,1997,142602477976.70743
FRA,NY.GDP.MKTP.CD,1998,148266100761.09415
FRA,NY.GDP.MKTP.CD,1999,154154660892.2853
FRA,NY.GDP.MKTP.CD,2000,160277092017.86197
FRA,NY.GDP.MKTP.CD,2001,166642682595.57886
FRA,NY.GDP.MKTP.CD,2002,173261089985.06195
FRA,NY.GDP.MKTP.CD,2003,180142355099.17413
FRA,NY.GDP.MKTP.CD,2004,187296917637.2768
FRA,NY.GDP.MKTP.CD,2005,194735631923.49805
FRA,NY.GDP.MKTP.CD,2006,202469783374.03607
FRA,NY.GDP.MKTP.CD,2007,210511105618.48077
FRA,NY.GDP.MKTP.CD,2008,218871798301.1283
FRA,NY.GDP.MKTP.CD,2009,227564545589.2956
FRA,NY.GDP.MKTP.CD,2010,236602535416.714
FRA,NY.GDP.MKTP.CD,2011,245999479491.1967
FRA,NY.GDP.MKTP.CD,2012,255769634096.9335
FRA,NY.GDP.MKTP.CD,2013,265927821722.9736
FRA,NY.GDP.MKTP.CD,2014,276489453550.70776
FRA,NY.GDP.MKTP.CD,2015,287470552834.4677
FRA,NY.GDP.MKTP.CD,2016,298887779210.7125
FRA,NY.GDP.MKTP.CD,2017,310758453972.6829
FRA,NY.GDP.MKTP.CD,2018,323100586348.86755
FRA,NY.GDP.MKTP.CD,2019,336187725950.47473
FRA,NY.GDP.MKTP.CD,2020,349274865552.082
FRA,NY.GDP.MKTP.CD,2021,363146721880.3955
FRA,NY.GDP.MKTP.CD,2022,363146721880.3955
FRA,NY.GDP.MKTP.CD,2023,363146721880.3955
FRA,SP.POP.TOTL,1960,514461834546.2939
FRA,SP.POP.TOTL,1961,514461834546.2939
FRA,SP.POP.TOTL,1962,525870588259.5868
FRA,SP.POP.TOTL,1963,537532343561.23926
FRA,SP.POP.TOTL,1964,549452711038.1148
FRA,SP.POP.TOTL,1965,561637425697.9752
FRA,SP.POP.TOTL,1966,574092349728.6509
FRA,SP.POP.TOTL,1967,586823475318.3965
FRA,SP.POP.TOTL,1968,599836927538.794
FRA,SP.POP.TOTL,1969,613588026138.8518
FRA,SP.POP.TOTL,1970,627339124738.9097
FRA,SP.POP.TOTL,1971,641090223338.9674
FRA,SP.POP.TOTL,1972,654841321939.0253
FRA,SP.POP.TOTL,1973,669363144281.5477
FRA,SP.POP.TOTL,1974,684207003913.2312
FRA,SP.POP.TOTL,1975,699380042363.0906
FRA,SP.POP.TOTL,1976,714889559531.3556
FRA,SP.POP.TOTL,1977,730743017201.5258
FRA,SP.POP.TOTL,1978,746948042630.3082
FRA,SP.POP.TOTL,1979,763512432217.168
FRA,SP.POP.TOTL,1980,780444155255.2529
FRA,SP.POP.TOTL,1981,797751357765.5004
FRA,SP.POP.TOTL,1982,815442366415.7693
FRA,SP.POP.TOTL,1983,833525692526.8826
FRA,SP.POP.TOTL,1984,852010036167.5096
FRA,SP.POP.TOTL,1985,870904290339.8553
FRA,SP.POP.TOTL,1986,890217545258.1722
FRA,SP.POP.TOTL,1987,909959092722.1538
FRA,SP.POP.TOTL,1988,930362180028.321
FRA,SP.POP.TOTL,1989,950765267334.4884
FRA,SP.POP.TOTL,1990,971849526740.7052
FRA,SP.POP.TOTL,1991,993401352653.5898
FRA,SP.POP.TOTL,1992,1015431113871.6826
FRA,SP.POP.TOTL,1993,1037949409132.9696
FRA,SP.POP.TOTL,1994,1060967072214.04
FRA,SP.POP.TOTL,1995,1084495177142.3256
FRA,SP.POP.TOTL,1996,1108811709565.9521
FRA,SP.POP.TOTL,1997,1133128241989.5789
FRA,SP.POP.TOTL,1998,1158535224166.366
FRA,SP.POP.TOTL,1999,1183942206343.153
FRA,SP.POP.TOTL,2000,1210197419336.4626
FRA,SP.POP.TOTL,2001,1237034870386.3518
FRA,SP.POP.TOTL,2002,1264467471258.367
FRA,SP.POP.TOTL,2003,1292508420050.573
FRA,SP.POP.TOTL,2004,1321171207543.2913
